account_id,company_name,industry,tier,arr,renewal_date,days_to_renewal,health_score,login_drop_rate,support_tickets,resolution_time_hours,payment_failures,nps_score,license_utilization,storage_utilization,feature_usage_score,churn_risk_label,upsell_opportunity_label,last_contact_date
ACC-1594,Company-1594,Retail,Pro,27212,2026-01-18,-14,70,0.41,5,15,0,6,0.59,0.88,87,0,1,2026-01-19
ACC-1595,Company-1595,Manufacturing,Basic,11673,2026-09-16,227,76,0.37,3,3,0,10,0.75,0.26,73,0,0,2026-01-04
ACC-1596,Company-1596,Finance,Pro,30571,2026-09-04,215,69,0.31,8,10,0,10,0.37,0.34,18,0,0,2025-12-04
ACC-1597,Company-1597,Healthcare,Basic,7685,2026-06-30,149,85,0.26,1,14,0,4,0.62,0.63,16,0,0,2026-01-06
ACC-1598,Company-1598,Healthcare,Basic,5979,2027-01-21,354,93,0.14,0,8,0,10,0.5,0.33,45,0,0,2026-01-17
ACC-1599,Company-1599,Retail,Pro,49917,2026-10-04,245,73,0.38,4,30,0,10,0.44,0.38,42,0,0,2025-12-05
ACC-1600,Company-1600,Healthcare,Enterprise,161292,2026-07-01,150,82,0.36,0,37,0,7,0.18,0.94,12,0,1,2025-12-20
ACC-1601,Company-1601,Retail,Basic,19502,2026-12-15,317,86,0.28,0,29,0,7,0.24,0.59,47,0,0,2025-12-07
ACC-1602,Company-1602,Manufacturing,Pro,25834,2026-07-23,172,84,0.12,5,3,0,8,0.81,0.6,53,0,1,2026-01-20
ACC-1603,Company-1603,Technology,Enterprise,160979,2026-03-13,40,63,0.42,8,17,0,5,0.71,0.1,67,1,0,2025-12-20
ACC-1604,Company-1604,Finance,Basic,16842,2026-02-21,20,72,0.36,5,8,0,9,0.42,0.39,98,0,0,2026-01-10
ACC-1605,Company-1605,Technology,Enterprise,148480,2026-03-27,54,79,0.34,2,21,0,4,0.12,0.94,19,0,1,2025-12-18
ACC-1606,Company-1606,Healthcare,Pro,40360,2026-07-27,176,87,0.22,1,14,0,5,0.15,0.23,35,0,0,2025-12-13
ACC-1607,Company-1607,Manufacturing,Pro,26665,2026-08-05,185,95,0.1,0,31,0,10,0.13,0.33,46,0,0,2025-12-18
ACC-1608,Company-1608,Manufacturing,Pro,24847,2026-08-26,206,90,0.21,0,36,0,10,0.61,0.1,15,0,0,2025-12-14
ACC-1609,Company-1609,Retail,Enterprise,139093,2026-10-28,269,87,0.1,4,43,0,5,0.34,0.95,67,0,1,2026-01-26
ACC-1610,Company-1610,Retail,Basic,8845,2026-11-30,302,86,0.13,4,4,0,10,0.32,0.26,78,0,0,2025-12-03
ACC-1611,Company-1611,Retail,Basic,7898,2026-05-02,90,92,0.16,0,21,0,5,0.62,0.89,83,0,1,2025-12-23
ACC-1612,Company-1612,Manufacturing,Basic,7015,2026-03-15,42,79,0.31,3,36,0,5,0.98,0.73,43,0,1,2026-01-10
ACC-1613,Company-1613,Technology,Pro,27196,2026-02-03,2,77,0.43,1,3,0,6,0.41,0.41,78,0,0,2025-12-27
ACC-1614,Company-1614,Manufacturing,Basic,5413,2026-02-24,23,83,0.31,1,4,0,9,0.54,0.15,71,0,0,2026-01-20
ACC-1615,Company-1615,Manufacturing,Enterprise,78705,2026-07-05,154,72,0.33,6,32,0,4,0.48,0.84,51,1,0,2025-12-29
ACC-1616,Company-1616,Finance,Enterprise,79833,2026-12-05,307,86,0.24,1,42,0,8,0.46,0.71,84,0,0,2026-01-15
ACC-1617,Company-1617,Manufacturing,Pro,49152,2026-08-24,204,70,0.49,3,12,0,5,0.84,0.99,32,1,0,2026-01-26
ACC-1618,Company-1618,Manufacturing,Pro,42230,2026-12-17,319,74,0.36,4,45,0,8,0.63,0.25,96,0,0,2026-01-27
ACC-1619,Company-1619,Manufacturing,Basic,15741,2026-05-12,100,71,0.34,6,44,0,4,0.29,0.16,78,1,0,2026-01-16
ACC-1620,Company-1620,Technology,Enterprise,197528,2026-09-27,238,87,0.02,6,25,0,5,0.79,0.16,31,1,0,2026-01-18
ACC-1621,Company-1621,Manufacturing,Enterprise,110804,2026-04-16,74,98,0.01,1,34,0,5,0.37,0.23,78,0,0,2026-01-23
ACC-1622,Company-1622,Manufacturing,Pro,29542,2026-08-13,193,75,0.22,7,33,0,4,0.64,0.25,59,1,0,2025-12-04
ACC-1623,Company-1623,Technology,Basic,13245,2026-05-03,91,85,0.27,1,9,0,9,0.27,0.83,95,0,1,2025-12-15
ACC-1624,Company-1624,Finance,Enterprise,152035,2026-02-18,17,87,0.07,5,24,0,5,0.27,0.57,49,0,0,2026-01-17
ACC-1625,Company-1625,Healthcare,Pro,40032,2026-07-08,157,81,0.38,0,25,0,7,0.29,0.73,13,0,0,2025-12-30
ACC-1626,Company-1626,Finance,Basic,16867,2026-11-11,283,82,0.37,0,30,0,6,0.66,0.65,86,0,0,2025-12-29
ACC-1627,Company-1627,Healthcare,Basic,16238,2026-07-10,159,63,0.47,7,25,0,8,0.78,0.63,48,1,0,2026-01-19
ACC-1628,Company-1628,Retail,Enterprise,73936,2027-01-04,337,69,0.35,7,18,0,8,0.26,0.12,22,0,0,2025-12-22
ACC-1629,Company-1629,Retail,Enterprise,232934,2026-09-10,221,82,0.2,4,30,0,9,0.94,0.58,51,0,1,2025-12-10
ACC-1630,Company-1630,Manufacturing,Basic,5840,2026-01-28,-4,88,0.12,3,41,0,10,0.54,0.25,32,0,0,2025-12-09
ACC-1631,Company-1631,Finance,Enterprise,102728,2026-02-27,26,86,0.25,1,28,0,9,0.67,0.64,54,0,0,2025-12-18
ACC-1632,Company-1632,Manufacturing,Enterprise,51285,2026-01-18,-14,71,0.3,7,11,0,10,0.54,0.39,37,0,0,2026-01-07
ACC-1633,Company-1633,Healthcare,Basic,15000,2026-04-20,78,85,0.26,1,42,0,7,0.7,0.78,19,0,1,2025-12-16
ACC-1634,Company-1634,Healthcare,Basic,14846,2026-12-23,325,63,0.47,7,36,0,5,0.64,0.81,70,1,0,2026-01-15
ACC-1635,Company-1635,Technology,Basic,6025,2026-09-16,227,69,0.43,5,23,0,10,0.52,0.73,70,0,0,2026-01-19
ACC-1636,Company-1636,Healthcare,Basic,14407,2026-01-23,-9,93,0.07,2,10,0,4,0.66,0.17,74,0,0,2025-12-10
ACC-1637,Company-1637,Healthcare,Basic,17766,2026-12-09,311,68,0.33,8,24,0,7,0.49,0.65,82,0,0,2026-01-06
ACC-1638,Company-1638,Finance,Enterprise,130454,2026-04-11,69,81,0.26,3,18,0,4,0.37,0.89,12,0,1,2026-01-27
ACC-1639,Company-1639,Finance,Pro,34443,2026-05-06,94,79,0.3,3,35,0,7,0.85,1.0,51,0,1,2026-01-21
ACC-1640,Company-1640,Technology,Enterprise,83249,2026-06-17,136,92,0.17,0,30,0,8,0.42,0.2,84,0,0,2026-01-20
ACC-1641,Company-1641,Retail,Basic,11317,2026-07-13,162,69,0.43,5,2,0,9,0.48,0.9,20,0,1,2026-01-03
ACC-1642,Company-1642,Finance,Pro,41946,2026-12-25,327,78,0.12,8,14,0,4,0.26,0.67,18,1,0,2025-12-08
ACC-1643,Company-1643,Retail,Enterprise,239429,2026-01-02,-30,80,0.17,6,20,0,10,0.6,0.85,12,0,1,2026-01-18
ACC-1644,Company-1644,Technology,Enterprise,60963,2026-09-17,228,93,0.03,3,6,0,7,0.5,0.84,87,0,1,2026-01-03
ACC-1645,Company-1645,Finance,Enterprise,124771,2026-12-11,313,77,0.26,5,14,0,8,0.1,0.47,69,0,0,2025-12-21
ACC-1646,Company-1646,Finance,Basic,19757,2026-07-17,166,75,0.11,0,32,1,6,0.89,0.77,65,1,0,2025-12-30
ACC-1647,Company-1647,Healthcare,Enterprise,202263,2026-10-07,248,98,0.01,1,42,0,8,0.55,0.89,17,0,1,2025-12-12
ACC-1648,Company-1648,Retail,Pro,35399,2026-12-17,319,73,0.26,7,19,0,8,0.53,0.15,59,0,0,2026-01-16
ACC-1649,Company-1649,Healthcare,Basic,17072,2026-11-08,280,87,0.02,6,35,0,8,0.86,0.87,57,0,1,2025-12-26
ACC-1650,Company-1650,Retail,Basic,7451,2026-10-01,242,74,0.33,5,8,0,9,0.37,0.67,87,0,0,2025-12-30
ACC-1651,Company-1651,Finance,Pro,39691,2026-10-17,258,63,0.47,7,15,0,5,0.46,0.23,88,1,0,2025-12-20
ACC-1652,Company-1652,Healthcare,Enterprise,52492,2026-01-27,-5,88,0.21,1,37,0,8,0.9,0.96,13,0,1,2025-12-31
ACC-1653,Company-1653,Healthcare,Basic,6753,2026-09-23,234,63,0.3,1,9,1,4,0.6,0.8,41,1,0,2026-01-05
ACC-1654,Company-1654,Healthcare,Pro,48532,2026-12-02,304,76,0.17,8,42,0,9,0.68,0.94,37,0,1,2026-01-23
ACC-1655,Company-1655,Technology,Pro,26054,2026-10-18,259,55,0.23,7,42,1,4,0.99,0.23,84,1,0,2025-12-28
ACC-1656,Company-1656,Healthcare,Pro,26302,2026-05-12,100,64,0.49,6,19,0,6,0.75,0.11,61,1,0,2026-01-17
ACC-1657,Company-1657,Manufacturing,Pro,39713,2026-03-09,36,88,0.17,2,12,0,7,0.63,0.66,53,0,0,2026-01-17
ACC-1658,Company-1658,Technology,Basic,7646,2026-12-02,304,71,0.46,3,47,0,7,0.21,0.42,62,0,0,2025-12-23
ACC-1659,Company-1659,Manufacturing,Basic,16036,2027-01-29,362,83,0.14,5,9,0,7,0.51,0.99,58,0,1,2026-01-30
ACC-1660,Company-1660,Retail,Enterprise,196368,2026-02-09,8,60,0.08,8,11,1,5,0.94,0.66,99,1,0,2026-01-26
ACC-1661,Company-1661,Technology,Pro,48376,2026-05-01,89,77,0.35,3,2,0,8,0.68,0.42,78,0,0,2026-01-17
ACC-1662,Company-1662,Retail,Basic,19068,2026-01-29,-3,59,0.5,8,5,0,4,0.2,0.2,78,1,0,2026-01-23
ACC-1663,Company-1663,Finance,Enterprise,166793,2026-10-18,259,76,0.33,4,19,0,5,0.9,0.29,51,0,1,2025-12-05
ACC-1664,Company-1664,Healthcare,Pro,41452,2027-01-22,355,80,0.12,7,5,0,4,0.3,0.89,10,1,0,2026-01-15
ACC-1665,Company-1665,Retail,Basic,9241,2026-04-06,64,74,0.36,4,42,0,5,0.36,0.21,38,0,0,2025-12-20
ACC-1666,Company-1666,Technology,Pro,36125,2026-01-15,-17,69,0.3,8,11,0,5,0.37,0.44,58,1,0,2025-12-08
ACC-1667,Company-1667,Technology,Basic,9081,2026-06-01,120,81,0.27,3,45,0,7,0.99,0.42,36,0,1,2025-12-30
ACC-1668,Company-1668,Technology,Basic,10496,2026-01-11,-21,90,0.21,0,38,0,5,0.1,0.94,57,0,1,2025-12-10
ACC-1669,Company-1669,Manufacturing,Basic,13032,2026-05-12,100,81,0.38,0,12,0,7,0.31,0.57,64,0,0,2026-01-30
ACC-1670,Company-1670,Manufacturing,Enterprise,240327,2026-04-27,85,79,0.22,5,22,0,10,0.73,0.33,95,0,0,2025-12-08
ACC-1671,Company-1671,Technology,Basic,17460,2027-01-22,355,96,0.09,0,23,0,4,0.75,0.24,35,0,0,2025-12-29
ACC-1672,Company-1672,Technology,Pro,39088,2026-01-09,-23,88,0.08,4,44,0,7,0.24,0.59,51,0,0,2025-12-11
ACC-1673,Company-1673,Finance,Basic,10781,2026-08-17,197,80,0.25,4,2,0,5,0.81,0.19,84,0,1,2025-12-21
ACC-1674,Company-1674,Finance,Basic,15034,2026-12-15,317,69,0.42,5,43,0,8,0.25,0.5,43,0,0,2025-12-24
ACC-1675,Company-1675,Healthcare,Enterprise,218560,2026-03-12,39,84,0.04,7,13,0,7,0.88,0.54,43,0,1,2026-01-06
ACC-1676,Company-1676,Technology,Enterprise,197337,2026-11-15,287,100,0.01,0,34,0,8,0.67,0.29,76,0,0,2026-01-08
ACC-1677,Company-1677,Healthcare,Basic,5590,2026-02-10,9,70,0.48,3,13,0,8,0.31,0.67,97,0,0,2025-12-12
ACC-1678,Company-1678,Healthcare,Pro,23297,2026-05-09,97,62,0.49,7,13,0,5,0.82,0.4,72,1,0,2025-12-24
ACC-1679,Company-1679,Manufacturing,Basic,6863,2027-01-20,353,81,0.1,7,10,0,5,0.31,0.4,47,1,0,2025-12-15
ACC-1680,Company-1680,Manufacturing,Basic,9944,2026-03-15,42,82,0.12,6,46,0,7,0.12,0.3,52,0,0,2025-12-05
ACC-1681,Company-1681,Healthcare,Basic,11469,2026-12-12,314,83,0.06,7,5,0,7,0.88,0.66,14,0,1,2025-12-19
ACC-1682,Company-1682,Finance,Pro,36431,2026-01-28,-4,68,0.37,7,28,0,9,0.57,0.31,54,0,0,2025-12-20
ACC-1683,Company-1683,Healthcare,Pro,29731,2026-10-23,264,79,0.23,5,37,0,7,0.57,0.75,72,0,0,2025-12-17
ACC-1684,Company-1684,Technology,Basic,14532,2026-02-22,21,79,0.34,2,31,0,9,0.98,0.16,20,0,1,2025-12-04
ACC-1685,Company-1685,Retail,Pro,44698,2026-08-23,203,81,0.14,6,29,0,6,0.83,0.98,62,0,1,2025-12-28
ACC-1686,Company-1686,Retail,Enterprise,172419,2026-09-08,219,79,0.3,3,12,0,5,0.44,0.2,32,0,0,2025-12-22
ACC-1687,Company-1687,Finance,Pro,41996,2026-05-07,95,79,0.39,1,34,0,6,0.68,0.53,94,0,0,2025-12-19
ACC-1688,Company-1688,Retail,Pro,35783,2026-03-15,42,92,0.08,2,31,0,4,0.56,0.21,24,0,0,2026-01-10
ACC-1689,Company-1689,Healthcare,Pro,30464,2026-05-12,100,76,0.37,3,20,0,9,0.46,0.89,14,0,1,2025-12-09
ACC-1690,Company-1690,Technology,Pro,23684,2026-01-22,-10,90,0.13,2,25,0,5,0.98,0.73,56,0,1,2026-01-01
ACC-1691,Company-1691,Retail,Basic,8280,2026-12-04,306,85,0.03,7,19,0,10,0.47,0.26,96,0,0,2025-12-20
ACC-1692,Company-1692,Technology,Basic,18524,2026-05-29,117,84,0.08,6,2,0,4,0.17,0.64,29,1,0,2025-12-16
ACC-1693,Company-1693,Healthcare,Basic,13343,2026-05-07,95,85,0.15,4,38,0,8,0.9,0.25,27,0,1,2025-12-27
ACC-1694,Company-1694,Retail,Pro,36960,2026-03-23,50,82,0.36,0,12,0,4,0.36,0.13,50,0,0,2025-12-22
ACC-1695,Company-1695,Healthcare,Basic,17248,2026-10-04,245,67,0.5,4,24,0,7,0.27,0.96,47,0,1,2025-12-17
ACC-1696,Company-1696,Retail,Basic,19553,2026-01-08,-24,76,0.44,1,9,0,4,0.22,0.71,23,1,0,2025-12-13
ACC-1697,Company-1697,Technology,Enterprise,225676,2026-07-18,167,73,0.5,1,21,0,6,0.16,0.57,94,0,0,2025-12-13
ACC-1698,Company-1698,Finance,Enterprise,201490,2027-01-22,355,82,0.29,2,37,0,7,0.42,0.68,40,0,0,2026-01-24
ACC-1699,Company-1699,Retail,Pro,30669,2026-07-19,168,76,0.2,7,40,0,5,0.4,0.36,58,1,0,2026-01-03
ACC-1700,Company-1700,Retail,Enterprise,65420,2026-02-12,11,84,0.32,0,6,0,4,0.52,0.34,40,0,0,2026-01-07
ACC-1701,Company-1701,Retail,Basic,8396,2026-11-22,294,73,0.06,2,32,1,4,0.21,0.42,47,1,0,2026-01-12
ACC-1702,Company-1702,Manufacturing,Enterprise,95862,2026-02-25,24,83,0.03,8,15,0,5,0.16,0.54,65,1,0,2025-12-30
ACC-1703,Company-1703,Technology,Pro,21519,2026-08-13,193,71,0.06,3,47,1,6,0.38,0.14,78,1,0,2025-12-31
ACC-1704,Company-1704,Technology,Pro,27649,2026-05-06,94,66,0.41,7,6,0,8,0.91,0.27,70,1,0,2026-01-14
ACC-1705,Company-1705,Technology,Enterprise,235050,2026-10-24,265,76,0.49,0,10,0,4,0.19,0.99,19,1,0,2025-12-21
ACC-1706,Company-1706,Healthcare,Basic,9845,2026-02-12,11,73,0.39,4,4,0,4,0.33,0.18,74,0,0,2026-01-09
ACC-1707,Company-1707,Manufacturing,Basic,14045,2026-09-23,234,88,0.16,2,46,0,10,0.97,0.96,43,0,1,2026-01-17
ACC-1708,Company-1708,Technology,Pro,47350,2026-11-21,293,85,0.03,7,7,0,5,0.76,0.27,80,1,0,2025-12-10
ACC-1709,Company-1709,Healthcare,Enterprise,209613,2026-09-08,219,83,0.34,0,32,0,4,0.28,0.4,65,0,0,2025-12-15
ACC-1710,Company-1710,Technology,Basic,18141,2026-10-02,243,69,0.38,6,21,0,4,0.89,0.87,76,1,0,2025-12-04
ACC-1711,Company-1711,Healthcare,Pro,27578,2026-09-27,238,79,0.43,0,4,0,4,0.65,0.76,83,1,0,2025-12-14
ACC-1712,Company-1712,Technology,Enterprise,200329,2026-09-04,215,76,0.45,1,31,0,10,0.95,0.12,25,0,1,2025-12-10
ACC-1713,Company-1713,Technology,Basic,14218,2026-01-23,-9,88,0.21,1,41,0,4,0.73,0.12,46,0,0,2026-01-16
ACC-1714,Company-1714,Manufacturing,Basic,9913,2026-09-20,231,74,0.25,7,15,0,8,0.32,0.68,79,0,0,2026-01-09
ACC-1715,Company-1715,Finance,Basic,7922,2026-12-17,319,78,0.4,1,47,0,10,0.75,0.66,30,0,0,2026-01-15
ACC-1716,Company-1716,Healthcare,Enterprise,144439,2026-02-20,19,54,0.33,5,24,1,10,0.44,0.44,24,1,0,2026-01-30
ACC-1717,Company-1717,Technology,Basic,8828,2026-07-28,177,70,0.41,5,45,0,4,0.15,0.9,18,1,0,2026-01-18
ACC-1718,Company-1718,Retail,Enterprise,112072,2026-04-19,77,71,0.47,3,48,0,5,0.93,0.54,80,1,0,2025-12-21
ACC-1719,Company-1719,Retail,Enterprise,171319,2026-06-24,143,78,0.36,2,9,0,10,0.44,0.95,95,0,1,2026-01-15
ACC-1720,Company-1720,Technology,Basic,5016,2026-04-10,68,100,0.01,0,42,0,9,0.85,0.85,47,0,1,2026-01-16
ACC-1721,Company-1721,Retail,Pro,32894,2026-09-04,215,82,0.24,3,27,0,6,0.98,0.99,46,0,1,2025-12-24
ACC-1722,Company-1722,Retail,Basic,17849,2026-12-09,311,82,0.36,0,9,0,4,0.25,0.43,87,0,0,2025-12-28
ACC-1723,Company-1723,Finance,Enterprise,214530,2026-06-16,135,63,0.42,8,45,0,7,0.21,0.61,92,1,0,2025-12-09
ACC-1724,Company-1724,Manufacturing,Enterprise,177666,2026-03-03,30,94,0.04,2,11,0,9,0.93,0.33,42,0,1,2025-12-08
ACC-1725,Company-1725,Technology,Pro,21662,2027-01-15,348,96,0.01,2,8,0,10,0.36,0.36,13,0,0,2025-12-29
ACC-1726,Company-1726,Retail,Enterprise,168338,2026-09-28,239,72,0.24,8,35,0,5,0.57,0.39,86,1,0,2025-12-12
ACC-1727,Company-1727,Finance,Basic,16497,2026-12-31,333,87,0.26,0,9,0,7,0.83,0.8,56,0,1,2025-12-28
ACC-1728,Company-1728,Retail,Pro,26047,2026-12-05,307,82,0.12,6,19,0,6,0.45,0.43,13,0,0,2026-01-21
ACC-1729,Company-1729,Retail,Pro,27576,2026-11-20,292,78,0.29,4,47,0,8,0.89,0.33,26,0,1,2026-01-16
ACC-1730,Company-1730,Healthcare,Basic,16690,2026-02-01,0,96,0.0,2,23,0,10,0.47,0.17,82,0,0,2026-01-02
ACC-1731,Company-1731,Manufacturing,Enterprise,68985,2027-01-29,362,88,0.16,2,38,0,5,0.39,0.69,18,0,0,2026-01-28
ACC-1732,Company-1732,Manufacturing,Basic,17226,2027-01-05,338,72,0.25,8,19,0,5,0.39,0.97,30,1,0,2025-12-16
ACC-1733,Company-1733,Manufacturing,Enterprise,51245,2026-02-01,0,92,0.17,0,23,0,8,0.6,0.32,21,0,0,2025-12-19
ACC-1734,Company-1734,Technology,Enterprise,231649,2026-04-03,61,68,0.36,7,33,0,8,0.9,0.51,34,0,1,2025-12-08
ACC-1735,Company-1735,Manufacturing,Enterprise,52352,2026-08-31,211,74,0.44,2,39,0,5,0.39,0.92,29,1,0,2025-12-20
ACC-1736,Company-1736,Retail,Pro,38684,2026-03-26,53,73,0.35,5,23,0,8,0.28,0.42,95,0,0,2025-12-12
ACC-1737,Company-1737,Technology,Pro,33159,2026-10-01,242,62,0.48,7,2,0,5,0.56,0.53,79,1,0,2026-01-27
ACC-1738,Company-1738,Technology,Pro,44203,2026-01-04,-28,64,0.49,6,39,0,9,0.23,0.93,99,1,0,2025-12-31
ACC-1739,Company-1739,Technology,Pro,29172,2026-07-05,154,70,0.48,3,40,0,8,0.16,0.88,81,0,1,2026-01-08
ACC-1740,Company-1740,Manufacturing,Pro,25367,2026-05-30,118,78,0.17,7,12,0,5,0.79,0.48,95,1,0,2026-01-04
ACC-1741,Company-1741,Manufacturing,Basic,5119,2027-01-02,335,92,0.13,1,46,0,9,0.31,0.23,53,0,0,2025-12-06
ACC-1742,Company-1742,Retail,Enterprise,182703,2026-08-11,191,88,0.01,6,23,0,5,0.23,0.59,43,1,0,2026-01-10
ACC-1743,Company-1743,Technology,Pro,49302,2026-05-16,104,86,0.29,0,10,0,9,0.17,0.65,71,0,0,2026-01-03
ACC-1744,Company-1744,Finance,Basic,9335,2026-08-24,204,81,0.06,8,36,0,10,0.46,0.2,38,0,0,2025-12-17
ACC-1745,Company-1745,Manufacturing,Enterprise,52736,2026-02-13,12,89,0.1,3,29,0,5,0.97,0.77,44,0,1,2026-01-16
ACC-1746,Company-1746,Retail,Basic,8856,2026-08-27,207,80,0.24,4,21,0,4,0.7,0.23,11,0,0,2026-01-11
ACC-1747,Company-1747,Technology,Enterprise,154338,2027-01-17,350,83,0.34,0,19,0,7,0.59,0.88,51,0,1,2025-12-05
ACC-1748,Company-1748,Retail,Enterprise,248062,2026-04-20,78,86,0.16,3,40,0,4,0.16,0.15,21,0,0,2025-12-16
ACC-1749,Company-1749,Finance,Enterprise,138277,2026-01-12,-20,83,0.11,6,34,0,10,0.45,0.26,27,0,0,2025-12-29
ACC-1750,Company-1750,Finance,Enterprise,234700,2026-08-01,181,91,0.19,0,17,0,9,0.31,0.16,98,0,0,2025-12-05
ACC-1751,Company-1751,Finance,Basic,11535,2026-12-16,318,77,0.23,6,8,0,5,0.7,0.73,98,1,0,2026-01-05
ACC-1752,Company-1752,Retail,Pro,31136,2026-04-23,81,82,0.36,0,11,0,5,0.74,0.61,78,0,0,2025-12-28
ACC-1753,Company-1753,Finance,Pro,29648,2026-01-04,-28,91,0.18,0,38,0,10,0.16,0.85,44,0,1,2026-01-22
ACC-1754,Company-1754,Technology,Pro,33636,2026-10-01,242,68,0.4,6,15,0,7,0.85,0.65,39,0,1,2026-01-05
ACC-1755,Company-1755,Retail,Basic,17566,2026-12-28,330,73,0.27,7,32,0,8,0.85,0.42,41,0,1,2025-12-11
ACC-1756,Company-1756,Retail,Basic,12933,2026-08-22,202,98,0.05,0,19,0,7,0.73,0.58,20,0,0,2026-01-19
ACC-1757,Company-1757,Technology,Basic,19414,2026-11-12,284,73,0.31,6,4,0,8,0.73,0.75,44,0,0,2025-12-24
ACC-1758,Company-1758,Healthcare,Basic,19600,2026-10-22,263,78,0.33,3,42,0,5,0.45,0.55,89,0,0,2025-12-08
ACC-1759,Company-1759,Manufacturing,Basic,15881,2026-03-18,45,76,0.28,5,24,0,8,0.49,0.22,60,0,0,2026-01-22
ACC-1760,Company-1760,Healthcare,Enterprise,72425,2026-11-02,274,92,0.16,0,42,0,4,0.44,0.64,48,0,0,2025-12-25
ACC-1761,Company-1761,Finance,Pro,44081,2026-02-14,13,89,0.11,3,24,0,4,0.56,0.7,35,0,0,2026-01-06
ACC-1762,Company-1762,Finance,Basic,16460,2026-05-13,101,52,0.25,8,12,1,9,0.77,0.31,43,1,0,2026-01-29
ACC-1763,Company-1763,Retail,Pro,39478,2026-12-09,311,76,0.24,6,10,0,6,0.73,0.75,47,0,0,2025-12-12
ACC-1764,Company-1764,Retail,Enterprise,159245,2026-07-27,176,75,0.38,3,45,0,7,0.31,0.49,79,0,0,2026-01-15
ACC-1765,Company-1765,Manufacturing,Pro,43053,2026-07-22,171,81,0.14,6,23,0,5,0.38,0.89,88,1,0,2025-12-08
ACC-1766,Company-1766,Manufacturing,Basic,8435,2026-09-18,229,71,0.06,3,29,1,8,0.35,0.48,95,1,0,2025-12-20
ACC-1767,Company-1767,Finance,Basic,15808,2026-07-05,154,87,0.07,5,16,0,7,0.95,0.73,16,0,1,2026-01-11
ACC-1768,Company-1768,Healthcare,Enterprise,215740,2026-02-08,7,78,0.37,2,39,0,5,0.86,0.15,92,0,1,2025-12-17
ACC-1769,Company-1769,Healthcare,Pro,38867,2026-11-09,281,60,0.49,8,37,0,6,0.89,0.83,59,1,0,2026-01-27
ACC-1770,Company-1770,Finance,Basic,19925,2026-09-08,219,73,0.22,8,26,0,7,0.36,0.91,35,0,1,2026-01-03
ACC-1771,Company-1771,Finance,Pro,30517,2026-09-16,227,82,0.28,2,9,0,7,0.62,0.25,61,0,0,2026-01-14
ACC-1772,Company-1772,Healthcare,Enterprise,62697,2026-11-27,299,55,0.22,7,4,1,5,0.64,0.2,23,1,0,2026-01-04
ACC-1773,Company-1773,Manufacturing,Enterprise,220934,2026-08-03,183,71,0.27,8,5,0,10,0.81,0.83,43,0,1,2025-12-25
ACC-1774,Company-1774,Manufacturing,Enterprise,110412,2026-04-24,82,97,0.07,0,48,0,4,0.61,0.22,29,0,0,2025-12-12
ACC-1775,Company-1775,Healthcare,Pro,47542,2026-09-19,230,72,0.4,4,43,0,6,0.15,0.9,53,0,1,2025-12-30
ACC-1776,Company-1776,Finance,Pro,38223,2027-01-14,347,83,0.15,5,40,0,10,0.64,0.85,43,0,1,2026-01-30
ACC-1777,Company-1777,Healthcare,Enterprise,188873,2026-11-25,297,97,0.03,1,19,0,8,0.84,0.38,64,0,1,2026-01-30
ACC-1778,Company-1778,Manufacturing,Pro,39799,2026-11-22,294,66,0.49,5,12,0,9,0.88,0.59,24,0,1,2025-12-31
ACC-1779,Company-1779,Healthcare,Pro,26612,2026-10-21,262,71,0.3,7,33,0,8,0.2,0.87,18,0,1,2025-12-11
ACC-1780,Company-1780,Finance,Pro,45276,2026-03-01,28,87,0.22,1,45,0,7,0.34,0.62,26,0,0,2025-12-07
ACC-1781,Company-1781,Technology,Pro,31864,2026-10-16,257,83,0.22,3,28,0,10,0.29,0.23,31,0,0,2026-01-02
ACC-1782,Company-1782,Retail,Enterprise,69055,2026-02-27,26,86,0.05,6,9,0,6,0.61,0.99,94,0,1,2026-01-29
ACC-1783,Company-1783,Healthcare,Pro,23701,2026-11-14,286,65,0.22,2,27,1,9,0.42,0.51,48,1,0,2025-12-08
ACC-1784,Company-1784,Finance,Enterprise,198154,2027-01-17,350,69,0.38,6,17,0,5,0.18,0.51,51,1,0,2026-01-16
ACC-1785,Company-1785,Manufacturing,Pro,28465,2026-01-21,-11,74,0.21,8,3,0,5,0.49,0.85,91,1,0,2025-12-27
ACC-1786,Company-1786,Finance,Pro,33171,2026-01-23,-9,86,0.24,1,33,0,6,0.84,0.9,79,0,1,2025-12-26
ACC-1787,Company-1787,Manufacturing,Enterprise,91791,2026-11-20,292,78,0.37,2,6,0,5,0.94,0.31,35,0,1,2026-01-17
ACC-1788,Company-1788,Manufacturing,Pro,33101,2026-02-09,8,76,0.45,1,29,0,8,0.38,0.96,18,0,1,2026-01-19
ACC-1789,Company-1789,Manufacturing,Enterprise,90432,2026-01-12,-20,85,0.03,7,8,0,8,0.91,0.27,74,0,1,2026-01-01
ACC-1790,Company-1790,Retail,Basic,8518,2026-04-08,66,73,0.38,4,11,0,10,0.59,0.62,88,0,0,2026-01-25
ACC-1791,Company-1791,Retail,Pro,41221,2026-11-13,285,81,0.23,4,44,0,5,0.28,0.34,30,0,0,2026-01-13
ACC-1792,Company-1792,Retail,Basic,7678,2026-11-04,276,90,0.12,2,36,0,4,0.8,0.69,80,0,0,2026-01-28
